[2025-09-25 22:14:39] [INFO    ] discord.client: logging in using static token
[2025-09-25 22:16:57] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-25 22:16:57] [DEBUG   ] discord.client: Dispatching event message
[2025-09-25 22:17:00] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 64, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-09-25T14:16:59.739000+00:00', 'pinned': False, 'nonce': '1420776103642923008', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1416039574517321831', '1419923129290981417', '1416363803494318092', '1419843744026595378', '1416033418164310037', '1416033500401893558', '1416027920874471515', '1416027607631134813'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-10T15:18:09.258000+00:00', 'flags': 2, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1420776103169233080', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': "that's cool", 'components': [], 'channel_type': 0, 'channel_id': '1415355677093920825', 'author': {'username': 'leyyfromstyora', 'public_flags': 64, 'primary_guild': {'tag': 'ATL', 'identity_guild_id': '1172245377395728464', 'identity_enabled': True, 'badge': '73d86ffb81cdcdc4f275eaf3b82fca31'}, 'id': '1226367576100048917', 'global_name': 'ley.deb', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'ATL', 'identity_guild_id': '1172245377395728464', 'identity_enabled': True, 'badge': '73d86ffb81cdcdc4f275eaf3b82fca31'}, 'avatar_decoration_data': {'sku_id': '1349486948942745695', 'expires_at': None, 'asset': 'a_44d96dca4f514777925f23d841f36fac'}, 'avatar': '8878cb5dcc72cb3020747fce03fcb410'}, 'attachments': [], 'guild_id': '1415355675596558349'}}
[2025-09-25 22:17:00] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-25 22:17:00] [DEBUG   ] discord.client: Dispatching event message
[2025-09-25 22:17:04] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 65, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-09-25T14:17:04.133000+00:00', 'pinned': False, 'nonce': '1420776116511047680', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1416039574517321831'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-14T11:26:23.075000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1420776121598742568', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Nah', 'components': [], 'channel_type': 0, 'channel_id': '1415355677093920825', 'author': {'username': 'whosarc19.', 'public_flags': 0, 'primary_guild': None, 'id': '1411981175802560623', 'global_name': 'Arc', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'e7ff923c74d84fb53941c8a5505ac9f1'}, 'attachments': [], 'guild_id': '1415355675596558349'}}
[2025-09-25 22:17:04] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-25 22:17:04] [DEBUG   ] discord.client: Dispatching event message
[2025-09-25 22:17:06] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 66, 'op': 0, 'd': {'user_id': '1226367576100048917', 'timestamp': 1758809826, 'member': {'user': {'username': 'leyyfromstyora', 'public_flags': 64, 'primary_guild': {'tag': 'ATL', 'identity_guild_id': '1172245377395728464', 'identity_enabled': True, 'badge': '73d86ffb81cdcdc4f275eaf3b82fca31'}, 'id': '1226367576100048917', 'global_name': 'ley.deb', 'display_name_styles': None, 'display_name': 'ley.deb', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': {'sku_id': '1349486948942745695', 'expires_at': None, 'asset': 'a_44d96dca4f514777925f23d841f36fac'}, 'avatar': '8878cb5dcc72cb3020747fce03fcb410'}, 'roles': ['1416039574517321831', '1419923129290981417', '1416363803494318092', '1419843744026595378', '1416033418164310037', '1416033500401893558', '1416027920874471515', '1416027607631134813'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-10T15:18:09.258000+00:00', 'flags': 2, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1415355677093920825', 'guild_id': '1415355675596558349'}}
[2025-09-25 22:17:06] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-25 22:17:06] [DEBUG   ] discord.client: Dispatching event typing
[2025-09-25 22:17:06] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-09-25 22:17:08] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 67, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-09-25T14:17:07.555000+00:00', 'pinned': False, 'nonce': '1420776130943647744', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1416039574517321831'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-14T11:26:23.075000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1420776135951781918', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'India', 'components': [], 'channel_type': 0, 'channel_id': '1415355677093920825', 'author': {'username': 'whosarc19.', 'public_flags': 0, 'primary_guild': None, 'id': '1411981175802560623', 'global_name': 'Arc', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'e7ff923c74d84fb53941c8a5505ac9f1'}, 'attachments': [], 'guild_id': '1415355675596558349'}}
[2025-09-25 22:17:08] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-25 22:17:08] [DEBUG   ] discord.client: Dispatching event message
[2025-09-25 22:17:08] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 68, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-09-25T14:17:08.314000+00:00', 'pinned': False, 'nonce': '1420776139504222208', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1416039574517321831', '1419923129290981417', '1416363803494318092', '1419843744026595378', '1416033418164310037', '1416033500401893558', '1416027920874471515', '1416027607631134813'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-10T15:18:09.258000+00:00', 'flags': 2, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1420776139135127703', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': "using API's are fun", 'components': [], 'channel_type': 0, 'channel_id': '1415355677093920825', 'author': {'username': 'leyyfromstyora', 'public_flags': 64, 'primary_guild': {'tag': 'ATL', 'identity_guild_id': '1172245377395728464', 'identity_enabled': True, 'badge': '73d86ffb81cdcdc4f275eaf3b82fca31'}, 'id': '1226367576100048917', 'global_name': 'ley.deb', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'ATL', 'identity_guild_id': '1172245377395728464', 'identity_enabled': True, 'badge': '73d86ffb81cdcdc4f275eaf3b82fca31'}, 'avatar_decoration_data': {'sku_id': '1349486948942745695', 'expires_at': None, 'asset': 'a_44d96dca4f514777925f23d841f36fac'}, 'avatar': '8878cb5dcc72cb3020747fce03fcb410'}, 'attachments': [], 'guild_id': '1415355675596558349'}}
[2025-09-25 22:17:08] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-25 22:17:08] [DEBUG   ] discord.client: Dispatching event message
[2025-09-25 22:17:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 69, 'op': 0, 'd': {'user_id': '1226367576100048917', 'timestamp': 1758809832, 'member': {'user': {'username': 'leyyfromstyora', 'public_flags': 64, 'primary_guild': {'tag': 'ATL', 'identity_guild_id': '1172245377395728464', 'identity_enabled': True, 'badge': '73d86ffb81cdcdc4f275eaf3b82fca31'}, 'id': '1226367576100048917', 'global_name': 'ley.deb', 'display_name_styles': None, 'display_name': 'ley.deb', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': {'sku_id': '1349486948942745695', 'expires_at': None, 'asset': 'a_44d96dca4f514777925f23d841f36fac'}, 'avatar': '8878cb5dcc72cb3020747fce03fcb410'}, 'roles': ['1416039574517321831', '1419923129290981417', '1416363803494318092', '1419843744026595378', '1416033418164310037', '1416033500401893558', '1416027920874471515', '1416027607631134813'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-10T15:18:09.258000+00:00', 'flags': 2, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1415355677093920825', 'guild_id': '1415355675596558349'}}
[2025-09-25 22:17:13] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-25 22:17:13] [DEBUG   ] discord.client: Dispatching event typing
[2025-09-25 22:17:13] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-09-25 22:17:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 70, 'op': 0, 'd': {'user_id': '1292764509802598482', 'timestamp': 1758809832, 'member': {'user': {'username': 'k.zumiee', 'public_flags': 0, 'primary_guild': None, 'id': '1292764509802598482', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '29caffc89608e4bd9fcb81d1c5326312'}, 'roles': ['1416039574517321831'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-25T14:15:46.488000+00:00', 'flags': 10, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1415355677093920825', 'guild_id': '1415355675596558349'}}
[2025-09-25 22:17:13] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-25 22:17:13] [DEBUG   ] discord.client: Dispatching event typing
[2025-09-25 22:17:13] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-09-25 22:17:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 71, 'op': 0, 'd': {'type': 19, 'tts': False, 'timestamp': '2025-09-25T14:17:13.391000+00:00', 'referenced_message': {'type': 0, 'tts': False, 'timestamp': '2025-09-25T14:17:07.555000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1420776135951781918', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'India', 'components': [], 'channel_id': '1415355677093920825', 'author': {'username': 'whosarc19.', 'public_flags': 0, 'primary_guild': None, 'id': '1411981175802560623', 'global_name': 'Arc', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'e7ff923c74d84fb53941c8a5505ac9f1'}, 'attachments': []}, 'pinned': False, 'nonce': '1420776160572211200', 'message_reference': {'type': 0, 'message_id': '1420776135951781918', 'guild_id': '1415355675596558349', 'channel_id': '1415355677093920825'}, 'mentions': [{'username': 'whosarc19.', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': ['1416039574517321831'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-14T11:26:23.075000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1411981175802560623', 'global_name': 'Arc', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'e7ff923c74d84fb53941c8a5505ac9f1'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1416039574517321831', '1419923129290981417', '1416363803494318092', '1419843744026595378', '1416033418164310037', '1416033500401893558', '1416027920874471515', '1416027607631134813'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-10T15:18:09.258000+00:00', 'flags': 2, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1420776160429867221', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'you racist mf', 'components': [], 'channel_type': 0, 'channel_id': '1415355677093920825', 'author': {'username': 'leyyfromstyora', 'public_flags': 64, 'primary_guild': {'tag': 'ATL', 'identity_guild_id': '1172245377395728464', 'identity_enabled': True, 'badge': '73d86ffb81cdcdc4f275eaf3b82fca31'}, 'id': '1226367576100048917', 'global_name': 'ley.deb', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'ATL', 'identity_guild_id': '1172245377395728464', 'identity_enabled': True, 'badge': '73d86ffb81cdcdc4f275eaf3b82fca31'}, 'avatar_decoration_data': {'sku_id': '1349486948942745695', 'expires_at': None, 'asset': 'a_44d96dca4f514777925f23d841f36fac'}, 'avatar': '8878cb5dcc72cb3020747fce03fcb410'}, 'attachments': [], 'guild_id': '1415355675596558349'}}
[2025-09-25 22:17:13] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-25 22:17:13] [DEBUG   ] discord.client: Dispatching event message
[2025-09-25 22:17:18] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 72, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-09-25T14:17:17.601000+00:00', 'pinned': False, 'nonce': '1420776172861521920', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1416039574517321831'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-25T14:15:46.488000+00:00', 'flags': 10, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1420776178087624714', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Akala ko Filipino serv to', 'components': [], 'channel_type': 0, 'channel_id': '1415355677093920825', 'author': {'username': 'k.zumiee', 'public_flags': 0, 'primary_guild': None, 'id': '1292764509802598482', 'global_name': None, 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '29caffc89608e4bd9fcb81d1c5326312'}, 'attachments': [], 'guild_id': '1415355675596558349'}}
[2025-09-25 22:17:18] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-25 22:17:18] [DEBUG   ] discord.client: Dispatching event message
[2025-09-25 22:17:19] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 73, 'op': 0, 'd': {'user_id': '1226367576100048917', 'timestamp': 1758809838, 'member': {'user': {'username': 'leyyfromstyora', 'public_flags': 64, 'primary_guild': {'tag': 'ATL', 'identity_guild_id': '1172245377395728464', 'identity_enabled': True, 'badge': '73d86ffb81cdcdc4f275eaf3b82fca31'}, 'id': '1226367576100048917', 'global_name': 'ley.deb', 'display_name_styles': None, 'display_name': 'ley.deb', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': {'sku_id': '1349486948942745695', 'expires_at': None, 'asset': 'a_44d96dca4f514777925f23d841f36fac'}, 'avatar': '8878cb5dcc72cb3020747fce03fcb410'}, 'roles': ['1416039574517321831', '1419923129290981417', '1416363803494318092', '1419843744026595378', '1416033418164310037', '1416033500401893558', '1416027920874471515', '1416027607631134813'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-10T15:18:09.258000+00:00', 'flags': 2, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1415355677093920825', 'guild_id': '1415355675596558349'}}
[2025-09-25 22:17:19] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-25 22:17:19] [DEBUG   ] discord.client: Dispatching event typing
[2025-09-25 22:17:19] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-09-25 22:17:21] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 74, 'op': 0, 'd': {'user_id': '1411981175802560623', 'timestamp': 1758809840, 'member': {'user': {'username': 'whosarc19.', 'public_flags': 0, 'primary_guild': None, 'id': '1411981175802560623', 'global_name': 'Arc', 'display_name_styles': None, 'display_name': 'Arc', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'e7ff923c74d84fb53941c8a5505ac9f1'}, 'roles': ['1416039574517321831'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-14T11:26:23.075000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1415355677093920825', 'guild_id': '1415355675596558349'}}
[2025-09-25 22:17:21] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-25 22:17:21] [DEBUG   ] discord.client: Dispatching event typing
[2025-09-25 22:17:21] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-09-25 22:17:22] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 75, 'op': 0, 'd': {'type': 19, 'tts': False, 'timestamp': '2025-09-25T14:17:22.136000+00:00', 'referenced_message': {'type': 0, 'tts': False, 'timestamp': '2025-09-25T14:17:17.601000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1420776178087624714', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Akala ko Filipino serv to', 'components': [], 'channel_id': '1415355677093920825', 'author': {'username': 'k.zumiee', 'public_flags': 0, 'primary_guild': None, 'id': '1292764509802598482', 'global_name': None, 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '29caffc89608e4bd9fcb81d1c5326312'}, 'attachments': []}, 'pinned': False, 'nonce': '1420776197255593984', 'message_reference': {'type': 0, 'message_id': '1420776178087624714', 'guild_id': '1415355675596558349', 'channel_id': '1415355677093920825'}, 'mentions': [{'username': 'k.zumiee', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': ['1416039574517321831'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-25T14:15:46.488000+00:00', 'flags': 10, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1292764509802598482', 'global_name': None, 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '29caffc89608e4bd9fcb81d1c5326312'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1416039574517321831', '1419923129290981417', '1416363803494318092', '1419843744026595378', '1416033418164310037', '1416033500401893558', '1416027920874471515', '1416027607631134813'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-10T15:18:09.258000+00:00', 'flags': 2, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1420776197109055539', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'oo nga', 'components': [], 'channel_type': 0, 'channel_id': '1415355677093920825', 'author': {'username': 'leyyfromstyora', 'public_flags': 64, 'primary_guild': {'tag': 'ATL', 'identity_guild_id': '1172245377395728464', 'identity_enabled': True, 'badge': '73d86ffb81cdcdc4f275eaf3b82fca31'}, 'id': '1226367576100048917', 'global_name': 'ley.deb', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'ATL', 'identity_guild_id': '1172245377395728464', 'identity_enabled': True, 'badge': '73d86ffb81cdcdc4f275eaf3b82fca31'}, 'avatar_decoration_data': {'sku_id': '1349486948942745695', 'expires_at': None, 'asset': 'a_44d96dca4f514777925f23d841f36fac'}, 'avatar': '8878cb5dcc72cb3020747fce03fcb410'}, 'attachments': [], 'guild_id': '1415355675596558349'}}
[2025-09-25 22:17:22] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-25 22:17:22] [DEBUG   ] discord.client: Dispatching event message
[2025-09-25 22:17:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 76, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-09-25T14:17:24.232000+00:00', 'pinned': False, 'nonce': '1420776206269153280', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1416039574517321831', '1419923129290981417', '1416363803494318092', '1419843744026595378', '1416033418164310037', '1416033500401893558', '1416027920874471515', '1416027607631134813'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-10T15:18:09.258000+00:00', 'flags': 2, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1420776205900054729', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': "'di ba halata?", 'components': [], 'channel_type': 0, 'channel_id': '1415355677093920825', 'author': {'username': 'leyyfromstyora', 'public_flags': 64, 'primary_guild': {'tag': 'ATL', 'identity_guild_id': '1172245377395728464', 'identity_enabled': True, 'badge': '73d86ffb81cdcdc4f275eaf3b82fca31'}, 'id': '1226367576100048917', 'global_name': 'ley.deb', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'ATL', 'identity_guild_id': '1172245377395728464', 'identity_enabled': True, 'badge': '73d86ffb81cdcdc4f275eaf3b82fca31'}, 'avatar_decoration_data': {'sku_id': '1349486948942745695', 'expires_at': None, 'asset': 'a_44d96dca4f514777925f23d841f36fac'}, 'avatar': '8878cb5dcc72cb3020747fce03fcb410'}, 'attachments': [], 'guild_id': '1415355675596558349'}}
[2025-09-25 22:17:24] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-25 22:17:24] [DEBUG   ] discord.client: Dispatching event message
[2025-09-25 22:17:25] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 77, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-09-25T14:17:24.782000+00:00', 'pinned': False, 'nonce': '1420776199180779520', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1416039574517321831'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-14T11:26:23.075000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1420776208206921748', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Hehe', 'components': [], 'channel_type': 0, 'channel_id': '1415355677093920825', 'author': {'username': 'whosarc19.', 'public_flags': 0, 'primary_guild': None, 'id': '1411981175802560623', 'global_name': 'Arc', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'e7ff923c74d84fb53941c8a5505ac9f1'}, 'attachments': [], 'guild_id': '1415355675596558349'}}
[2025-09-25 22:17:25] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-25 22:17:25] [DEBUG   ] discord.client: Dispatching event message
[2025-09-25 22:17:26] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 77.
[2025-09-25 22:17:26] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-25 22:17:27] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_REACTION_ADD', 's': 78, 'op': 0, 'd': {'user_id': '1226367576100048917', 'type': 0, 'message_id': '1420776205900054729', 'message_author_id': '1226367576100048917', 'member': {'user': {'username': 'leyyfromstyora', 'public_flags': 64, 'primary_guild': {'tag': 'ATL', 'identity_guild_id': '1172245377395728464', 'identity_enabled': True, 'badge': '73d86ffb81cdcdc4f275eaf3b82fca31'}, 'id': '1226367576100048917', 'global_name': 'ley.deb', 'display_name_styles': None, 'display_name': 'ley.deb', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': {'sku_id': '1349486948942745695', 'expires_at': None, 'asset': 'a_44d96dca4f514777925f23d841f36fac'}, 'avatar': '8878cb5dcc72cb3020747fce03fcb410'}, 'roles': ['1416039574517321831', '1419923129290981417', '1416363803494318092', '1419843744026595378', '1416033418164310037', '1416033500401893558', '1416027920874471515', '1416027607631134813'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-10T15:18:09.258000+00:00', 'flags': 2, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'emoji': {'name': 'haha', 'id': '1416285996416237608'}, 'channel_id': '1415355677093920825', 'burst': False, 'guild_id': '1415355675596558349'}}
[2025-09-25 22:17:27] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-25 22:17:27] [DEBUG   ] discord.client: Dispatching event raw_reaction_add
[2025-09-25 22:17:27] [DEBUG   ] discord.client: Dispatching event reaction_add
[2025-09-25 22:17:30] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 79, 'op': 0, 'd': {'user_id': '1411981175802560623', 'timestamp': 1758809849, 'member': {'user': {'username': 'whosarc19.', 'public_flags': 0, 'primary_guild': None, 'id': '1411981175802560623', 'global_name': 'Arc', 'display_name_styles': None, 'display_name': 'Arc', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'e7ff923c74d84fb53941c8a5505ac9f1'}, 'roles': ['1416039574517321831'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-14T11:26:23.075000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1415355677093920825', 'guild_id': '1415355675596558349'}}
[2025-09-25 22:17:30] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-25 22:17:30] [DEBUG   ] discord.client: Dispatching event typing
[2025-09-25 22:17:30] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-09-25 22:17:30] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 80, 'op': 0, 'd': {'user_id': '1292764509802598482', 'timestamp': 1758809850, 'member': {'user': {'username': 'k.zumiee', 'public_flags': 0, 'primary_guild': None, 'id': '1292764509802598482', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '29caffc89608e4bd9fcb81d1c5326312'}, 'roles': ['1416039574517321831'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-25T14:15:46.488000+00:00', 'flags': 10, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1415355677093920825', 'guild_id': '1415355675596558349'}}
[2025-09-25 22:17:30] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-25 22:17:30] [DEBUG   ] discord.client: Dispatching event typing
[2025-09-25 22:17:30] [DEBUG   ] discord.client: Dispatching event raw_typing
